date,currency,rate
2002-06-12,CHF,1.4774
2002-06-12,CZK,30.38
2002-06-12,DKK,7.4363
2002-06-12,GBP,0.6431
2002-06-12,HKD,7.3723
2002-06-12,HUF,241.25
2002-06-12,JPY,118.73
2002-06-12,KRW,1162.6
2002-06-12,NOK,7.413
2002-06-12,NZD,1.9255
2002-06-12,PLN,3.8112
2002-06-12,SEK,9.1678
2002-06-12,SGD,1.6898
2002-06-12,USD,0.9452
2002-06-12,ZAR,9.6179
2002-06-13,AUD,1.6568
2002-06-13,CAD,1.4491
2002-06-13,CHF,1.4762
2002-06-13,CZK,30.48
2002-06-13,DKK,7.4364
2002-06-13,GBP,0.6404
2002-06-13,HKD,7.3451
2002-06-13,HUF,241.29
2002-06-13,JPY,118.24
2002-06-13,KRW,1152.26
2002-06-13,NOK,7.413
2002-06-13,NZD,1.9246
2002-06-13,PLN,3.7937
2002-06-13,SEK,9.1413
2002-06-13,SGD,1.68
2002-06-13,USD,0.9417
2002-06-13,ZAR,9.6618
2002-06-14,AUD,1.672
2002-06-14,CAD,1.4648
2002-06-14,CHF,1.4752
2002-06-14,CZK,30.397
2002-06-14,DKK,7.4371
2002-06-14,GBP,0.642
2002-06-14,HKD,7.3928
2002-06-14,HUF,241.96
2002-06-14,JPY,117.75
2002-06-14,KRW,1162.1
2002-06-14,NOK,7.4155
2002-06-14,NZD,1.9443
2002-06-14,PLN,3.8217
2002-06-14,SEK,9.1664
2002-06-14,SGD,1.694
2002-06-14,USD,0.9478
2002-06-14,ZAR,9.8512
2002-06-17,AUD,1.6899
2002-06-17,CAD,1.4594
2002-06-17,CHF,1.4765
2002-06-17,CZK,30.49
2002-06-17,DKK,7.4349
2002-06-17,GBP,0.6386
2002-06-17,HKD,7.3521
2002-06-17,HUF,242.33
2002-06-17,JPY,117.1
2002-06-17,KRW,1159.4
2002-06-17,NOK,7.415
2002-06-17,NZD,1.9542
2002-06-17,PLN,3.8143
2002-06-17,SEK,9.0785
2002-06-17,SGD,1.6867
2002-06-17,USD,0.9426
2002-06-17,ZAR,9.9951
2002-06-18,AUD,1.6836
2002-06-18,CAD,1.4635
2002-06-18,CHF,1.4762
2002-06-18,CZK,30.482
2002-06-18,DKK,7.4322
2002-06-18,GBP,0.6393
2002-06-18,HKD,7.3975
2002-06-18,HUF,242.94
2002-06-18,JPY,118.13
2002-06-18,KRW,1160.84
2002-06-18,NOK,7.421
2002-06-18,NZD,1.9439
2002-06-18,PLN,3.828
2002-06-18,SEK,9.0588
2002-06-18,SGD,1.6999
2002-06-18,USD,0.9484
2002-06-18,ZAR,9.7927
2002-06-19,AUD,1.6891
2002-06-19,CAD,1.4747
2002-06-19,CHF,1.474
2002-06-19,CZK,30.467
2002-06-19,DKK,7.432
2002-06-19,GBP,0.6408
2002-06-19,HKD,7.4575
2002-06-19,HUF,243.42
2002-06-19,JPY,118.37
2002-06-19,KRW,1176.19
2002-06-19,NOK,7.376
2002-06-19,NZD,1.9602
2002-06-19,PLN,3.8412
2002-06-19,SEK,9.078
2002-06-19,SGD,1.7076
2002-06-19,USD,0.9561
2002-06-19,ZAR,9.8
2002-06-20,AUD,1.686
2002-06-20,CAD,1.4737
2002-06-20,CHF,1.47
2002-06-20,CZK,30.52
2002-06-20,DKK,7.4327
2002-06-20,GBP,0.6422
2002-06-20,HKD,7.4817
2002-06-20,HUF,243.65
2002-06-20,JPY,118.68
2002-06-20,KRW,1165.33
2002-06-20,NOK,7.3505
2002-06-20,NZD,1.959
2002-06-20,PLN,3.8648
2002-06-20,SEK,9.0585
2002-06-20,SGD,1.7065
2002-06-20,USD,0.9592
2002-06-20,ZAR,9.7766
2002-06-21,AUD,1.6831
2002-06-21,CAD,1.4728
2002-06-21,CHF,1.4693
2002-06-21,CZK,30.307
2002-06-21,DKK,7.4325
2002-06-21,GBP,0.6444
2002-06-21,HKD,7.516
2002-06-21,HUF,244.28
2002-06-21,JPY,117.92
2002-06-21,KRW,1165.38
2002-06-21,NOK,7.376
2002-06-21,NZD,1.9486
2002-06-21,PLN,3.8763
2002-06-21,SEK,9.0445
2002-06-21,SGD,1.7088
2002-06-21,USD,0.9636
2002-06-21,ZAR,10.1081
2002-06-24,AUD,1.6952
2002-06-24,CAD,1.4836
2002-06-24,CHF,1.4694
2002-06-24,CZK,30.27
2002-06-24,DKK,7.4301
2002-06-24,GBP,0.6501
2002-06-24,HKD,7.6291
2002-06-24,HUF,244.45
2002-06-24,JPY,118.62
2002-06-24,KRW,1176.17
2002-06-24,NOK,7.4005
2002-06-24,NZD,1.9605
2002-06-24,PLN,3.9322
2002-06-24,SEK,9.0978
2002-06-24,SGD,1.7271
2002-06-24,USD,0.9781
2002-06-24,ZAR,10.181
2002-06-25,AUD,1.7026
2002-06-25,CAD,1.4777
2002-06-25,CHF,1.4688
2002-06-25,CZK,29.847
2002-06-25,DKK,7.4283
2002-06-25,GBP,0.6464
2002-06-25,HKD,7.5753
2002-06-25,HUF,243.44
2002-06-25,JPY,118.2
2002-06-25,KRW,1178.55
2002-06-25,NOK,7.345
2002-06-25,NZD,1.9867
2002-06-25,PLN,3.9076
2002-06-25,SEK,9.0245
2002-06-25,SGD,1.7203
2002-06-25,USD,0.9712
2002-06-25,ZAR,10.0635
2002-06-26,AUD,1.727
2002-06-26,CAD,1.4995
2002-06-26,CHF,1.4658
2002-06-26,CZK,29.91
2002-06-26,DKK,7.4304
2002-06-26,GBP,0.6491
2002-06-26,HKD,7.7352
2002-06-26,HUF,244.5
2002-06-26,JPY,118.54
2002-06-26,KRW,1183.1
2002-06-26,NOK,7.365
2002-06-26,NZD,1.996
2002-06-26,PLN,3.975
2002-06-26,SEK,9.0965
2002-06-26,SGD,1.7466
2002-06-26,USD,0.9917
2002-06-26,ZAR,10.2448
2002-06-27,AUD,1.743
2002-06-27,CAD,1.4844
2002-06-27,CHF,1.4722
2002-06-27,CZK,29.73
2002-06-27,DKK,7.4281
2002-06-27,GBP,0.646
2002-06-27,HKD,7.6627
2002-06-27,HUF,244.45
2002-06-27,JPY,118.07
2002-06-27,KRW,1171.02
2002-06-27,NOK,7.398
2002-06-27,NZD,2.0096
2002-06-27,PLN,3.9755
2002-06-27,SEK,9.0736
2002-06-27,SGD,1.7363
2002-06-27,USD,0.9824
2002-06-27,ZAR,10.1373
2002-06-28,AUD,1.7702
2002-06-28,CAD,1.5005
2002-06-28,CHF,1.4721
2002-06-28,CZK,29.267
2002-06-28,DKK,7.4292
2002-06-28,GBP,0.6498
2002-06-28,HKD,7.7805
2002-06-28,HUF,244.93
2002-06-28,JPY,118.2
2002-06-28,KRW,1188.32
2002-06-28,NOK,7.4305
2002-06-28,NZD,2.0397
2002-06-28,PLN,4.0598
2002-06-28,SEK,9.1015
2002-06-28,SGD,1.7586
2002-06-28,USD,0.9975
2002-06-28,ZAR,10.3043
2002-07-01,AUD,1.7667
2002-07-01,CAD,1.504
2002-07-01,CHF,1.4699
2002-07-01,CZK,29.253
2002-07-01,DKK,7.4278
2002-07-01,GBP,0.6469
2002-07-01,HKD,7.732
2002-07-01,HUF,244.13
2002-07-01,JPY,118.72
2002-07-01,KRW,1190.55
2002-07-01,NOK,7.414
2002-07-01,NZD,2.04
2002-07-01,PLN,4.0072
2002-07-01,SEK,9.079
2002-07-01,SGD,1.7509
2002-07-01,USD,0.9913
2002-07-01,ZAR,9.8094
2002-07-02,AUD,1.7563
2002-07-02,CAD,1.5032
2002-07-02,CHF,1.4663
2002-07-02,CZK,29.318
2002-07-02,DKK,7.4283
2002-07-02,GBP,0.6432
2002-07-02,HKD,7.6736
2002-07-02,HUF,244.32
2002-07-02,JPY,118.51
2002-07-02,KRW,1186.22
2002-07-02,NOK,7.3535
2002-07-02,NZD,2.0218
2002-07-02,PLN,3.9541
2002-07-02,SEK,9.0441
2002-07-02,SGD,1.7444
2002-07-02,USD,0.9838
2002-07-02,ZAR,9.929
2002-07-03,AUD,1.7526
2002-07-03,CAD,1.4943
2002-07-03,CHF,1.462
2002-07-03,CZK,29.378
2002-07-03,DKK,7.4283
2002-07-03,GBP,0.6421
2002-07-03,HKD,7.6284
2002-07-03,HUF,245.15
2002-07-03,JPY,117.44
2002-07-03,KRW,1171.45
2002-07-03,NOK,7.3415
2002-07-03,NZD,2.008
2002-07-03,PLN,4.0081
2002-07-03,SEK,9.1293
2002-07-03,SGD,1.7322
2002-07-03,USD,0.978
2002-07-03,ZAR,9.9438
2002-07-04,AUD,1.7608
2002-07-04,CAD,1.4995
2002-07-04,CHF,1.4646
2002-07-04,CZK,29.407
2002-07-04,DKK,7.4279
2002-07-04,GBP,0.6414
2002-07-04,HKD,7.6362
2002-07-04,HUF,248.55
2002-07-04,JPY,117.46
2002-07-04,KRW,1175.29
2002-07-04,NOK,7.3225
2002-07-04,NZD,2.0152
2002-07-04,PLN,4.0344
2002-07-04,SEK,9.1285
2002-07-04,SGD,1.7308
2002-07-04,USD,0.979
2002-07-04,ZAR,9.9907
2002-07-05,AUD,1.745
2002-07-05,CAD,1.4875
2002-07-05,CHF,1.4659
2002-07-05,CZK,29.257
2002-07-05,DKK,7.4278
2002-07-05,GBP,0.6412
2002-07-05,HKD,7.5853
2002-07-05,HUF,250.05
2002-07-05,JPY,116.98
2002-07-05,KRW,1171.72
2002-07-05,NOK,7.307
2002-07-05,NZD,2.0053
2002-07-05,PLN,4.0428
2002-07-05,SEK,9.1253
2002-07-05,SGD,1.7228
2002-07-05,USD,0.9725
2002-07-05,ZAR,9.7809
2002-07-08,AUD,1.7445
2002-07-08,CAD,1.497
2002-07-08,CHF,1.4688
2002-07-08,CZK,29.333
2002-07-08,DKK,7.4283
2002-07-08,GBP,0.6422
2002-07-08,HKD,7.6657
2002-07-08,HUF,251.18
2002-07-08,JPY,116.8
2002-07-08,KRW,1169.53
2002-07-08,NOK,7.305
2002-07-08,NZD,2.0059
2002-07-08,PLN,4.0938
2002-07-08,SEK,9.1587
2002-07-08,SGD,1.7327
2002-07-08,USD,0.9828
2002-07-08,ZAR,9.998
2002-07-09,AUD,1.7536
2002-07-09,CAD,1.511
2002-07-09,CHF,1.4721
2002-07-09,CZK,29.13
2002-07-09,DKK,7.4278
2002-07-09,GBP,0.6425
2002-07-09,HKD,7.7451
2002-07-09,HUF,253.6
2002-07-09,JPY,117.32
2002-07-09,KRW,1174.02
2002-07-09,NOK,7.3095
2002-07-09,NZD,2.0185
2002-07-09,PLN,4.1873
2002-07-09,SEK,9.185
2002-07-09,SGD,1.7446
2002-07-09,USD,0.993
2002-07-09,ZAR,9.9598
2002-07-10,AUD,1.7405
2002-07-10,CAD,1.5034
2002-07-10,CHF,1.4719
2002-07-10,CZK,28.959
2002-07-10,DKK,7.428
2002-07-10,GBP,0.6396
2002-07-10,HKD,7.7203
2002-07-10,HUF,252.23
2002-07-10,JPY,116.7
2002-07-10,KRW,1157.47
2002-07-10,NOK,7.296
2002-07-10,NZD,2.0114
2002-07-10,PLN,4.141
2002-07-10,SEK,9.2402
2002-07-10,SGD,1.7333
2002-07-10,USD,0.9898
2002-07-10,ZAR,9.9064
2002-07-11,AUD,1.766
2002-07-11,CAD,1.5001
2002-07-11,CHF,1.4673
2002-07-11,CZK,29.275
2002-07-11,DKK,7.4279
2002-07-11,GBP,0.6379
2002-07-11,HKD,7.6719
2002-07-11,HUF,249.1
2002-07-11,JPY,115.43
2002-07-11,KRW,1160.11
2002-07-11,NOK,7.285
2002-07-11,NZD,2.047
2002-07-11,PLN,4.0965
2002-07-11,SEK,9.2757
2002-07-11,SGD,1.724
2002-07-11,USD,0.9836
2002-07-11,ZAR,9.9184
2002-07-12,AUD,1.7647
2002-07-12,CAD,1.5063
2002-07-12,CHF,1.4681
2002-07-12,CZK,29.337
2002-07-12,DKK,7.4282
2002-07-12,GBP,0.6382
2002-07-12,HKD,7.7008
2002-07-12,HUF,246.53
2002-07-12,JPY,115.62
2002-07-12,KRW,1157.91
2002-07-12,NOK,7.329
2002-07-12,NZD,2.042
2002-07-12,PLN,4.1263
2002-07-12,SEK,9.228
2002-07-12,SGD,1.7259
2002-07-12,USD,0.9873
2002-07-12,ZAR,9.8927
2002-07-15,AUD,1.7839
2002-07-15,CAD,1.5371
2002-07-15,CHF,1.4694
2002-07-15,CZK,29.36
2002-07-15,DKK,7.4289
2002-07-15,GBP,0.6413
2002-07-15,HKD,7.8186
2002-07-15,HUF,246.55
2002-07-15,JPY,116.22
2002-07-15,KRW,1169.4
2002-07-15,NOK,7.357
2002-07-15,NZD,2.0518
2002-07-15,PLN,4.1943
2002-07-15,SEK,9.24
2002-07-15,SGD,1.7432
2002-07-15,USD,1.0024
2002-07-15,ZAR,10.0501
2002-07-16,AUD,1.8054
2002-07-16,CAD,1.5574
2002-07-16,CHF,1.4675
2002-07-16,CZK,29.505
2002-07-16,DKK,7.4288
2002-07-16,GBP,0.6438
2002-07-16,HKD,7.8989
2002-07-16,HUF,247.55
2002-07-16,JPY,117.18
2002-07-16,KRW,1176.55
2002-07-16,NOK,7.3725
2002-07-16,NZD,2.0805
2002-07-16,PLN,4.225
2002-07-16,SEK,9.304
2002-07-16,SGD,1.7568
2002-07-16,USD,1.0127
2002-07-16,ZAR,10.2151
2002-07-17,AUD,1.8143
2002-07-17,CAD,1.5512
2002-07-17,CHF,1.466
2002-07-17,CZK,29.713
2002-07-17,DKK,7.4298
2002-07-17,GBP,0.6432
2002-07-17,HKD,7.8499
2002-07-17,HUF,246.37
2002-07-17,JPY,117.39
2002-07-17,KRW,1179.3
2002-07-17,NOK,7.3775
2002-07-17,NZD,2.085
2002-07-17,PLN,4.1332
2002-07-17,SEK,9.3234
2002-07-17,SGD,1.7512
2002-07-17,USD,1.0064
2002-07-17,ZAR,10.1546
2002-07-18,AUD,1.8225
2002-07-18,CAD,1.5502
2002-07-18,CHF,1.4642
2002-07-18,CZK,29.727
2002-07-18,DKK,7.4322
2002-07-18,GBP,0.6428
2002-07-18,HKD,7.8452
2002-07-18,HUF,244.85
2002-07-18,JPY,117.7
2002-07-18,KRW,1171.56
2002-07-18,NOK,7.381
2002-07-18,NZD,2.09
2002-07-18,PLN,4.0783
2002-07-18,SEK,9.278
2002-07-18,SGD,1.7532
2002-07-18,USD,1.0058
2002-07-18,ZAR,10.1195
2002-07-19,AUD,1.8271
2002-07-19,CAD,1.5563
2002-07-19,CHF,1.4635
2002-07-19,CZK,29.997
2002-07-19,DKK,7.4315
2002-07-19,GBP,0.643
2002-07-19,HKD,7.9138
2002-07-19,HUF,244.8
2002-07-19,JPY,117.74
2002-07-19,KRW,1177.54
2002-07-19,NOK,7.438
2002-07-19,NZD,2.0926
2002-07-19,PLN,4.0997
2002-07-19,SEK,9.3665
2002-07-19,SGD,1.757
2002-07-19,USD,1.0146
2002-07-19,ZAR,10.075
2002-07-22,AUD,1.8243
2002-07-22,CAD,1.5596
2002-07-22,CHF,1.4559
2002-07-22,CZK,30.31
2002-07-22,DKK,7.4322
2002-07-22,GBP,0.6411
2002-07-22,HKD,7.867
2002-07-22,HUF,244.9
2002-07-22,JPY,117.33
2002-07-22,KRW,1165.54
2002-07-22,NOK,7.482
2002-07-22,NZD,2.082
2002-07-22,PLN,4.052
2002-07-22,SEK,9.4794
2002-07-22,SGD,1.7488
2002-07-22,USD,1.0086
2002-07-22,ZAR,10.0986
2002-07-23,AUD,1.823
2002-07-23,CAD,1.5625
2002-07-23,CHF,1.4549
2002-07-23,CZK,30.18
2002-07-23,DKK,7.4331
2002-07-23,GBP,0.6329
2002-07-23,HKD,7.7297
2002-07-23,HUF,244.74
2002-07-23,JPY,116.37
2002-07-23,KRW,1152.63
2002-07-23,NOK,7.548
2002-07-23,NZD,2.0763
2002-07-23,PLN,4.057
2002-07-23,SEK,9.4645
2002-07-23,SGD,1.729
2002-07-23,USD,0.991
2002-07-23,ZAR,10.0126
2002-07-24,AUD,1.8494
2002-07-24,CAD,1.5742
2002-07-24,CHF,1.4517
2002-07-24,CZK,30.265
2002-07-24,DKK,7.4344
2002-07-24,GBP,0.6331
2002-07-24,HKD,7.7336
2002-07-24,HUF,246.35
2002-07-24,JPY,115.72
2002-07-24,KRW,1155.2
2002-07-24,NOK,7.5485
2002-07-24,NZD,2.1401
2002-07-24,PLN,4.085
2002-07-24,SEK,9.5451
2002-07-24,SGD,1.731
2002-07-24,USD,0.9915
2002-07-24,ZAR,10.1416
2002-07-25,AUD,1.8495
2002-07-25,CAD,1.5713
2002-07-25,CHF,1.4494
2002-07-25,CZK,30.34
2002-07-25,DKK,7.4337
2002-07-25,GBP,0.636
2002-07-25,HKD,7.8108
2002-07-25,HUF,244.45
2002-07-25,JPY,116.8
2002-07-25,KRW,1162.53
2002-07-25,NOK,7.547
2002-07-25,NZD,2.1451
2002-07-25,PLN,4.0833
2002-07-25,SEK,9.4182
2002-07-25,SGD,1.7469
2002-07-25,USD,1.0014
2002-07-25,ZAR,10.1993
2002-07-26,AUD,1.8548
2002-07-26,CAD,1.5722
2002-07-26,CHF,1.4502
2002-07-26,CZK,30.672
2002-07-26,DKK,7.4339
2002-07-26,GBP,0.6337
2002-07-26,HKD,7.8061
2002-07-26,HUF,245.05
2002-07-26,JPY,117.55
2002-07-26,KRW,1181.34
2002-07-26,NOK,7.563
2002-07-26,NZD,2.1555
2002-07-26,PLN,4.092
2002-07-26,SEK,9.4421
2002-07-26,SGD,1.7587
2002-07-26,USD,1.0008
2002-07-26,ZAR,10.1731
2002-07-29,AUD,1.8213
2002-07-29,CAD,1.5527
2002-07-29,CHF,1.4529
2002-07-29,CZK,30.425
2002-07-29,DKK,7.4328
2002-07-29,GBP,0.6285
2002-07-29,HKD,7.6602
2002-07-29,HUF,244.45
2002-07-29,JPY,117.42
2002-07-29,KRW,1168.7
2002-07-29,NOK,7.505
2002-07-29,NZD,2.107
2002-07-29,PLN,4.0655
2002-07-29,SEK,9.262
2002-07-29,SGD,1.7324
2002-07-29,USD,0.9821
2002-07-29,ZAR,9.9968
2002-07-30,AUD,1.8055
2002-07-30,CAD,1.5456
2002-07-30,CHF,1.4579
2002-07-30,CZK,30.243
2002-07-30,DKK,7.4315
2002-07-30,GBP,0.6294
2002-07-30,HKD,7.6712
2002-07-30,HUF,244.4
2002-07-30,JPY,117.64
2002-07-30,KRW,1163.58
2002-07-30,NOK,7.505
2002-07-30,NZD,2.0863
2002-07-30,PLN,4.0802
2002-07-30,SEK,9.2235
2002-07-30,SGD,1.7341
2002-07-30,USD,0.9835
2002-07-30,ZAR,10.0076
2002-07-31,AUD,1.7885
2002-07-31,CAD,1.5425
2002-07-31,CHF,1.4546
2002-07-31,CZK,30.33
2002-07-31,DKK,7.4291
2002-07-31,GBP,0.6261
2002-07-31,HKD,7.6306
2002-07-31,HUF,245.2
2002-07-31,JPY,117.42
2002-07-31,KRW,1152.44
2002-07-31,NOK,7.427
2002-07-31,NZD,2.0788
2002-07-31,PLN,4.0925
2002-07-31,SEK,9.2445
2002-07-31,SGD,1.7254
2002-07-31,USD,0.9783
2002-07-31,ZAR,9.9498
2002-08-01,AUD,1.8121
2002-08-01,CAD,1.5461
2002-08-01,CHF,1.4505
2002-08-01,CZK,30.277
2002-08-01,DKK,7.4291
2002-08-01,GBP,0.6274
2002-08-01,HKD,7.6127
2002-08-01,HUF,244.95
2002-08-01,JPY,116.94
2002-08-01,KRW,1149.53
2002-08-01,NOK,7.449
2002-08-01,NZD,2.1074
2002-08-01,PLN,4.092
2002-08-01,SEK,9.3205
2002-08-01,SGD,1.7216
2002-08-01,USD,0.976
2002-08-01,ZAR,10.026
2002-08-02,AUD,1.8277
2002-08-02,CAD,1.5688
2002-08-02,CHF,1.4504
2002-08-02,CZK,30.52
2002-08-02,DKK,7.4295
2002-08-02,GBP,0.6295
2002-08-02,HKD,7.7008
2002-08-02,HUF,245.97
2002-08-02,JPY,117.62
2002-08-02,KRW,1164.32
2002-08-02,NOK,7.5075
2002-08-02,NZD,2.1216
2002-08-02,PLN,4.148
2002-08-02,SEK,9.4737
2002-08-02,SGD,1.7297
2002-08-02,USD,0.9873
2002-08-02,ZAR,10.0813
2002-08-05,AUD,1.8327
2002-08-05,CAD,1.5606
2002-08-05,CHF,1.4543
2002-08-05,CZK,30.493
2002-08-05,DKK,7.4297
2002-08-05,GBP,0.6297
2002-08-05,HKD,7.672
2002-08-05,HUF,245.05
2002-08-05,JPY,117.1
2002-08-05,KRW,1172.94
2002-08-05,NOK,7.528
2002-08-05,NZD,2.1295
2002-08-05,PLN,4.1095
2002-08-05,SEK,9.4471
2002-08-05,SGD,1.727
2002-08-05,USD,0.9836
2002-08-05,ZAR,10.286
2002-08-06,AUD,1.8391
2002-08-06,CAD,1.5486
2002-08-06,CHF,1.4546
2002-08-06,CZK,30.333
2002-08-06,DKK,7.4275
2002-08-06,GBP,0.6279
2002-08-06,HKD,7.5574
2002-08-06,HUF,244.08
2002-08-06,JPY,117.12
2002-08-06,KRW,1166.56
2002-08-06,NOK,7.5
2002-08-06,NZD,2.1505
2002-08-06,PLN,4.0605
2002-08-06,SEK,9.3565
2002-08-06,SGD,1.7172
2002-08-06,USD,0.9689
2002-08-06,ZAR,10.3503
2002-08-07,AUD,1.8206
2002-08-07,CAD,1.5313
2002-08-07,CHF,1.459
2002-08-07,CZK,30.707
2002-08-07,DKK,7.4276
2002-08-07,GBP,0.6311
2002-08-07,HKD,7.5644
2002-08-07,HUF,244.5
2002-08-07,JPY,116.89
2002-08-07,KRW,1167.15
2002-08-07,NOK,7.508
2002-08-07,NZD,2.1415
2002-08-07,PLN,4.059
2002-08-07,SEK,9.3125
2002-08-07,SGD,1.7168
2002-08-07,USD,0.9698
2002-08-07,ZAR,10.1688
2002-08-08,AUD,1.8113
2002-08-08,CAD,1.5228
2002-08-08,CHF,1.4621
2002-08-08,CZK,30.723
2002-08-08,DKK,7.4276
2002-08-08,GBP,0.6335
2002-08-08,HKD,7.5557
2002-08-08,HUF,244.65
2002-08-08,JPY,116.92
2002-08-08,KRW,1164.09
2002-08-08,NOK,7.478
2002-08-08,NZD,2.1292
2002-08-08,PLN,4.0578
2002-08-08,SEK,9.2955
2002-08-08,SGD,1.7125
2002-08-08,USD,0.9687
2002-08-08,ZAR,10.1315
2002-08-09,AUD,1.8153
2002-08-09,CAD,1.529
2002-08-09,CHF,1.4588
2002-08-09,CZK,30.973
2002-08-09,DKK,7.4277
2002-08-09,GBP,0.6355
2002-08-09,HKD,7.5885
2002-08-09,HUF,244.16
2002-08-09,JPY,117.17
2002-08-09,KRW,1166.02
2002-08-09,NOK,7.4635
2002-08-09,NZD,2.1256
2002-08-09,PLN,4.0896
2002-08-09,SEK,9.312
2002-08-09,SGD,1.7188
2002-08-09,USD,0.9729
2002-08-09,ZAR,10.1741
2002-08-12,AUD,1.8083
2002-08-12,CAD,1.5368
2002-08-12,CHF,1.4618
2002-08-12,CZK,31.036
2002-08-12,DKK,7.4278
2002-08-12,GBP,0.6386
2002-08-12,HKD,7.6285
2002-08-12,HUF,244.69
2002-08-12,JPY,116.53
2002-08-12,KRW,1173.6
2002-08-12,NOK,7.466
2002-08-12,NZD,2.1108
2002-08-12,PLN,4.0927
2002-08-12,SEK,9.282
2002-08-12,SGD,1.7191
2002-08-12,USD,0.978
2002-08-12,ZAR,10.2333
2002-08-13,AUD,1.8217
2002-08-13,CAD,1.5435
2002-08-13,CHF,1.4644
2002-08-13,CZK,31.293
2002-08-13,DKK,7.4277
2002-08-13,GBP,0.6391
2002-08-13,HKD,7.6431
2002-08-13,HUF,245.11
2002-08-13,JPY,116.54
2002-08-13,KRW,1175.39
2002-08-13,NOK,7.4495
2002-08-13,NZD,2.1243
2002-08-13,PLN,4.1015
2002-08-13,SEK,9.259
2002-08-13,SGD,1.7243
2002-08-13,USD,0.9799
2002-08-13,ZAR,10.3659
2002-08-14,AUD,1.8312
2002-08-14,CAD,1.5426
2002-08-14,CHF,1.4596
2002-08-14,CZK,31.388
2002-08-14,DKK,7.4278
2002-08-14,GBP,0.6394
2002-08-14,HKD,7.6883
2002-08-14,HUF,246.67
2002-08-14,JPY,114.9
2002-08-14,KRW,1169.04
2002-08-14,NOK,7.448
2002-08-14,NZD,2.133
2002-08-14,PLN,4.1086
2002-08-14,SEK,9.2853
2002-08-14,SGD,1.72
2002-08-14,USD,0.9857
2002-08-14,ZAR,10.4238
2002-08-15,AUD,1.8069
2002-08-15,CAD,1.5252
2002-08-15,CHF,1.4626
2002-08-15,CZK,31.307
2002-08-15,DKK,7.4276
2002-08-15,GBP,0.6381
2002-08-15,HKD,7.6268
2002-08-15,HUF,245.78
2002-08-15,JPY,114.82
2002-08-15,KRW,1159.55
2002-08-15,NOK,7.429
2002-08-15,NZD,2.105
2002-08-15,PLN,4.0812
2002-08-15,SEK,9.2153
2002-08-15,SGD,1.7085
2002-08-15,USD,0.9777
2002-08-15,ZAR,10.3959
2002-08-16,AUD,1.802
2002-08-16,CAD,1.5315
2002-08-16,CHF,1.4645
2002-08-16,CZK,31.163
2002-08-16,DKK,7.4264
2002-08-16,GBP,0.6403
2002-08-16,HKD,7.6634
2002-08-16,HUF,246.45
2002-08-16,JPY,115.37
2002-08-16,KRW,1163.18
2002-08-16,NOK,7.374
2002-08-16,NZD,2.1138
2002-08-16,PLN,4.1111
2002-08-16,SEK,9.2356
2002-08-16,SGD,1.7161
2002-08-16,USD,0.9825
2002-08-16,ZAR,10.4735
2002-08-19,AUD,1.8018
2002-08-19,CAD,1.5249
2002-08-19,CHF,1.4673
2002-08-19,CZK,30.96
2002-08-19,DKK,7.4266
2002-08-19,GBP,0.638
2002-08-19,HKD,7.6431
2002-08-19,HUF,246.44
2002-08-19,JPY,116.15
2002-08-19,KRW,1169.02
2002-08-19,NOK,7.382
2002-08-19,NZD,2.099
2002-08-19,PLN,4.0837
2002-08-19,SEK,9.2218
2002-08-19,SGD,1.7142
2002-08-19,USD,0.9799
2002-08-19,ZAR,10.382
2002-08-20,AUD,1.794
2002-08-20,CAD,1.5387
2002-08-20,CHF,1.4694
2002-08-20,CZK,30.675
2002-08-20,DKK,7.4268
2002-08-20,GBP,0.6416
2002-08-20,HKD,7.6377
2002-08-20,HUF,245.64
2002-08-20,JPY,116.3
2002-08-20,KRW,1165.25
2002-08-20,NOK,7.355
2002-08-20,NZD,2.0876
2002-08-20,PLN,4.0703
2002-08-20,SEK,9.1985
2002-08-20,SGD,1.7124
2002-08-20,USD,0.9792
2002-08-20,ZAR,10.4113
2002-08-21,AUD,1.79
2002-08-21,CAD,1.5308
2002-08-21,CHF,1.4692
2002-08-21,CZK,30.818
2002-08-21,DKK,7.4268
2002-08-21,GBP,0.6406
2002-08-21,HKD,7.6142
2002-08-21,HUF,244.65
2002-08-21,JPY,115.81
2002-08-21,KRW,1163.63
2002-08-21,NOK,7.3575
2002-08-21,NZD,2.0845
2002-08-21,PLN,4.0519
2002-08-21,SEK,9.1671
2002-08-21,SGD,1.7083
2002-08-21,USD,0.9762
2002-08-21,ZAR,10.6699
2002-08-22,AUD,1.8087
2002-08-22,CAD,1.5224
2002-08-22,CHF,1.4691
2002-08-22,CZK,31.035
2002-08-22,DKK,7.4264
2002-08-22,GBP,0.6395
2002-08-22,HKD,7.6205
2002-08-22,HUF,244.9
2002-08-22,JPY,116.24
2002-08-22,KRW,1161.36
2002-08-22,NOK,7.396
2002-08-22,NZD,2.1054
2002-08-22,PLN,4.0901
2002-08-22,SEK,9.152
2002-08-22,SGD,1.7142
2002-08-22,USD,0.977
2002-08-22,ZAR,10.6652
2002-08-23,AUD,1.784
2002-08-23,CAD,1.5105
2002-08-23,CHF,1.4724
2002-08-23,CZK,30.87
2002-08-23,DKK,7.4253
2002-08-23,GBP,0.6384
2002-08-23,HKD,7.5636
2002-08-23,HUF,244.82
2002-08-23,JPY,116.3
2002-08-23,KRW,1161.22
