date,currency,rate
2010-02-03,USD,1.3984
2010-02-03,ZAR,10.438
2010-02-04,AUD,1.5726
2010-02-04,CAD,1.4701
2010-02-04,CHF,1.469
2010-02-04,CZK,26.12
2010-02-04,DKK,7.4446
2010-02-04,GBP,0.8731
2010-02-04,HKD,10.7583
2010-02-04,HUF,272.6
2010-02-04,JPY,125.68
2010-02-04,KRW,1593.98
2010-02-04,NOK,8.169
2010-02-04,NZD,1.9879
2010-02-04,PLN,4.028
2010-02-04,SEK,10.133
2010-02-04,SGD,1.9597
2010-02-04,USD,1.3847
2010-02-04,ZAR,10.4779
2010-02-05,AUD,1.5822
2010-02-05,CAD,1.4698
2010-02-05,CHF,1.4682
2010-02-05,CZK,26.185
2010-02-05,DKK,7.4449
2010-02-05,GBP,0.87325
2010-02-05,HKD,10.6395
2010-02-05,HUF,274.1
2010-02-05,JPY,122.49
2010-02-05,KRW,1601.26
2010-02-05,NOK,8.2195
2010-02-05,NZD,1.9862
2010-02-05,PLN,4.0875
2010-02-05,SEK,10.2405
2010-02-05,SGD,1.9475
2010-02-05,USD,1.3691
2010-02-05,ZAR,10.5544
2010-02-08,AUD,1.5765
2010-02-08,CAD,1.464
2010-02-08,CHF,1.4659
2010-02-08,CZK,26.168
2010-02-08,DKK,7.4442
2010-02-08,GBP,0.8761
2010-02-08,HKD,10.6263
2010-02-08,HUF,273.9
2010-02-08,JPY,122.07
2010-02-08,KRW,1602.6
2010-02-08,NOK,8.1705
2010-02-08,NZD,1.9914
2010-02-08,PLN,4.104
2010-02-08,SEK,10.1616
2010-02-08,SGD,1.945
2010-02-08,USD,1.3675
2010-02-08,ZAR,10.6097
2010-02-09,AUD,1.5729
2010-02-09,CAD,1.468
2010-02-09,CHF,1.4672
2010-02-09,CZK,26.099
2010-02-09,DKK,7.4448
2010-02-09,GBP,0.8804
2010-02-09,HKD,10.6906
2010-02-09,HUF,272
2010-02-09,JPY,123.4
2010-02-09,KRW,1601.45
2010-02-09,NOK,8.152
2010-02-09,NZD,1.9877
2010-02-09,PLN,4.0775
2010-02-09,SEK,10.1217
2010-02-09,SGD,1.9511
2010-02-09,USD,1.376
2010-02-09,ZAR,10.5992
2010-02-10,AUD,1.57
2010-02-10,CAD,1.4667
2010-02-10,CHF,1.4658
2010-02-10,CZK,26.108
2010-02-10,DKK,7.4449
2010-02-10,GBP,0.8798
2010-02-10,HKD,10.6766
2010-02-10,HUF,271.55
2010-02-10,JPY,123.01
2010-02-10,KRW,1591.64
2010-02-10,NOK,8.111
2010-02-10,NZD,1.9827
2010-02-10,PLN,4.0663
2010-02-10,SEK,10.0335
2010-02-10,SGD,1.9483
2010-02-10,USD,1.374
2010-02-10,ZAR,10.5998
2010-02-11,AUD,1.5446
2010-02-11,CAD,1.4502
2010-02-11,CHF,1.4663
2010-02-11,CZK,26.008
2010-02-11,DKK,7.4452
2010-02-11,GBP,0.8775
2010-02-11,HKD,10.659
2010-02-11,HUF,270.5
2010-02-11,JPY,123.03
2010-02-11,KRW,1585.77
2010-02-11,NOK,8.0975
2010-02-11,NZD,1.9633
2010-02-11,PLN,4.0285
2010-02-11,SEK,9.9598
2010-02-11,SGD,1.9377
2010-02-11,USD,1.3718
2010-02-11,ZAR,10.5509
2010-02-12,AUD,1.5366
2010-02-12,CAD,1.4269
2010-02-12,CHF,1.465
2010-02-12,CZK,26.025
2010-02-12,DKK,7.4445
2010-02-12,GBP,0.8691
2010-02-12,HKD,10.5464
2010-02-12,HUF,270.48
2010-02-12,JPY,122.33
2010-02-12,KRW,1563.39
2010-02-12,NOK,8.063
2010-02-12,NZD,1.956
2010-02-12,PLN,4.0172
2010-02-12,SEK,9.9144
2010-02-12,SGD,1.9198
2010-02-12,USD,1.3572
2010-02-12,ZAR,10.4432
2010-02-15,AUD,1.5304
2010-02-15,CAD,1.4253
2010-02-15,CHF,1.4661
2010-02-15,CZK,26.002
2010-02-15,DKK,7.4437
2010-02-15,GBP,0.8676
2010-02-15,HKD,10.5736
2010-02-15,HUF,271.38
2010-02-15,JPY,122.42
2010-02-15,KRW,1572.96
2010-02-15,NOK,8.053
2010-02-15,NZD,1.951
2010-02-15,PLN,4.0168
2010-02-15,SEK,9.8805
2010-02-15,SGD,1.9203
2010-02-15,USD,1.3607
2010-02-15,ZAR,10.4855
2010-02-16,AUD,1.5229
2010-02-16,CAD,1.4264
2010-02-16,CHF,1.4678
2010-02-16,CZK,26.028
2010-02-16,DKK,7.443
2010-02-16,GBP,0.8705
2010-02-16,HKD,10.6062
2010-02-16,HUF,272.37
2010-02-16,JPY,122.68
2010-02-16,KRW,1571.65
2010-02-16,NOK,8.052
2010-02-16,NZD,1.9419
2010-02-16,PLN,4.0135
2010-02-16,SEK,9.877
2010-02-16,SGD,1.9205
2010-02-16,USD,1.3649
2010-02-16,ZAR,10.536
2010-02-17,AUD,1.5191
2010-02-17,CAD,1.4306
2010-02-17,CHF,1.4679
2010-02-17,CZK,25.929
2010-02-17,DKK,7.4435
2010-02-17,GBP,0.869
2010-02-17,HKD,10.6634
2010-02-17,HUF,270.83
2010-02-17,JPY,124.69
2010-02-17,KRW,1568.46
2010-02-17,NOK,8.006
2010-02-17,NZD,1.9398
2010-02-17,PLN,3.977
2010-02-17,SEK,9.8183
2010-02-17,SGD,1.9264
2010-02-17,USD,1.3726
2010-02-17,ZAR,10.4265
2010-02-18,AUD,1.5115
2010-02-18,CAD,1.4177
2010-02-18,CHF,1.4651
2010-02-18,CZK,25.72
2010-02-18,DKK,7.4432
2010-02-18,GBP,0.8704
2010-02-18,HKD,10.5364
2010-02-18,HUF,271.18
2010-02-18,JPY,123.3
2010-02-18,KRW,1560.7
2010-02-18,NOK,8.068
2010-02-18,NZD,1.9358
2010-02-18,PLN,4.0008
2010-02-18,SEK,9.7913
2010-02-18,SGD,1.9102
2010-02-18,USD,1.3567
2010-02-18,ZAR,10.3581
2010-02-19,AUD,1.5171
2010-02-19,CAD,1.4215
2010-02-19,CHF,1.4658
2010-02-19,CZK,25.765
2010-02-19,DKK,7.4429
2010-02-19,GBP,0.8783
2010-02-19,HKD,10.4999
2010-02-19,HUF,271.3
2010-02-19,JPY,124.17
2010-02-19,KRW,1568.07
2010-02-19,NOK,8.1055
2010-02-19,NZD,1.9477
2010-02-19,PLN,4.0043
2010-02-19,SEK,9.846
2010-02-19,SGD,1.9125
2010-02-19,USD,1.3519
2010-02-19,ZAR,10.4097
2010-02-22,AUD,1.5113
2010-02-22,CAD,1.4133
2010-02-22,CHF,1.4649
2010-02-22,CZK,25.75
2010-02-22,DKK,7.4436
2010-02-22,GBP,0.8797
2010-02-22,HKD,10.5789
2010-02-22,HUF,269.75
2010-02-22,JPY,124.38
2010-02-22,KRW,1563.37
2010-02-22,NOK,8.035
2010-02-22,NZD,1.9382
2010-02-22,PLN,3.962
2010-02-22,SEK,9.809
2010-02-22,SGD,1.9188
2010-02-22,USD,1.3626
2010-02-22,ZAR,10.475
2010-02-23,AUD,1.507
2010-02-23,CAD,1.4172
2010-02-23,CHF,1.4667
2010-02-23,CZK,25.805
2010-02-23,DKK,7.4434
2010-02-23,GBP,0.8802
2010-02-23,HKD,10.5382
2010-02-23,HUF,269.8
2010-02-23,JPY,123.19
2010-02-23,KRW,1559.06
2010-02-23,NOK,8.021
2010-02-23,NZD,1.9383
2010-02-23,PLN,3.9703
2010-02-23,SEK,9.7913
2010-02-23,SGD,1.9125
2010-02-23,USD,1.3577
2010-02-23,ZAR,10.438
2010-02-24,AUD,1.5191
2010-02-24,CAD,1.4306
2010-02-24,CHF,1.4641
2010-02-24,CZK,25.88
2010-02-24,DKK,7.4427
2010-02-24,GBP,0.8775
2010-02-24,HKD,10.5185
2010-02-24,HUF,270.5
2010-02-24,JPY,122.16
2010-02-24,KRW,1559.43
2010-02-24,NOK,8.029
2010-02-24,NZD,1.9588
2010-02-24,PLN,3.9926
2010-02-24,SEK,9.785
2010-02-24,SGD,1.9099
2010-02-24,USD,1.3547
2010-02-24,ZAR,10.5358
2010-02-25,AUD,1.5186
2010-02-25,CAD,1.4278
2010-02-25,CHF,1.4633
2010-02-25,CZK,25.935
2010-02-25,DKK,7.4427
2010-02-25,GBP,0.8809
2010-02-25,HKD,10.4727
2010-02-25,HUF,270.45
2010-02-25,JPY,120.66
2010-02-25,KRW,1568.99
2010-02-25,NOK,8.0405
2010-02-25,NZD,1.9539
2010-02-25,PLN,3.9926
2010-02-25,SEK,9.7496
2010-02-25,SGD,1.9029
2010-02-25,USD,1.3489
2010-02-25,ZAR,10.5503
2010-02-26,AUD,1.524
2010-02-26,CAD,1.4354
2010-02-26,CHF,1.4638
2010-02-26,CZK,25.97
2010-02-26,DKK,7.4428
2010-02-26,GBP,0.8927
2010-02-26,HKD,10.5336
2010-02-26,HUF,269.9
2010-02-26,JPY,120.92
2010-02-26,KRW,1573.95
2010-02-26,NOK,8.0435
2010-02-26,NZD,1.9549
2010-02-26,PLN,3.9698
2010-02-26,SEK,9.726
2010-02-26,SGD,1.909
2010-02-26,USD,1.357
2010-02-26,ZAR,10.5049
2010-03-01,AUD,1.5105
2010-03-01,CAD,1.4266
2010-03-01,CHF,1.4644
2010-03-01,CZK,25.933
2010-03-01,DKK,7.4427
2010-03-01,GBP,0.9067
2010-03-01,HKD,10.5007
2010-03-01,HUF,269.45
2010-03-01,JPY,120.67
2010-03-01,KRW,1562.24
2010-03-01,NOK,8.057
2010-03-01,NZD,1.9442
2010-03-01,PLN,3.94
2010-03-01,SEK,9.7649
2010-03-01,SGD,1.9026
2010-03-01,USD,1.3525
2010-03-01,ZAR,10.3907
2010-03-02,AUD,1.4994
2010-03-02,CAD,1.4029
2010-03-02,CHF,1.4628
2010-03-02,CZK,25.77
2010-03-02,DKK,7.4423
2010-03-02,GBP,0.90635
2010-03-02,HKD,10.518
2010-03-02,HUF,266.9
2010-03-02,JPY,120.68
2010-03-02,KRW,1558.38
2010-03-02,NOK,8.0485
2010-03-02,NZD,1.9442
2010-03-02,PLN,3.9147
2010-03-02,SEK,9.7316
2010-03-02,SGD,1.9015
2010-03-02,USD,1.3548
2010-03-02,ZAR,10.2774
2010-03-03,AUD,1.5116
2010-03-03,CAD,1.4097
2010-03-03,CHF,1.4629
2010-03-03,CZK,25.765
2010-03-03,DKK,7.442
2010-03-03,GBP,0.9057
2010-03-03,HKD,10.5891
2010-03-03,HUF,266.02
2010-03-03,JPY,121.1
2010-03-03,KRW,1563.72
2010-03-03,NOK,8.0745
2010-03-03,NZD,1.9767
2010-03-03,PLN,3.9
2010-03-03,SEK,9.7945
2010-03-03,SGD,1.9104
2010-03-03,USD,1.3641
2010-03-03,ZAR,10.2804
2010-03-04,AUD,1.5149
2010-03-04,CAD,1.4071
2010-03-04,CHF,1.4632
2010-03-04,CZK,25.818
2010-03-04,DKK,7.4423
2010-03-04,GBP,0.905
2010-03-04,HKD,10.6105
2010-03-04,HUF,266.5
2010-03-04,JPY,120.86
2010-03-04,KRW,1565.19
2010-03-04,NOK,8.0505
2010-03-04,NZD,1.9826
2010-03-04,PLN,3.901
2010-03-04,SEK,9.743
2010-03-04,SGD,1.9109
2010-03-04,USD,1.3668
2010-03-04,ZAR,10.1925
2010-03-05,AUD,1.5043
2010-03-05,CAD,1.4011
2010-03-05,CHF,1.4632
2010-03-05,CZK,25.771
2010-03-05,DKK,7.4421
2010-03-05,GBP,0.9025
2010-03-05,HKD,10.5438
2010-03-05,HUF,266.78
2010-03-05,JPY,121.48
2010-03-05,KRW,1548.62
2010-03-05,NOK,8.049
2010-03-05,NZD,1.9708
2010-03-05,PLN,3.8755
2010-03-05,SEK,9.7178
2010-03-05,SGD,1.9004
2010-03-05,USD,1.3582
2010-03-05,ZAR,10.1274
2010-03-08,AUD,1.497
2010-03-08,CAD,1.4023
2010-03-08,CHF,1.4628
2010-03-08,CZK,25.578
2010-03-08,DKK,7.442
2010-03-08,GBP,0.9024
2010-03-08,HKD,10.6001
2010-03-08,HUF,265.34
2010-03-08,JPY,123.48
2010-03-08,KRW,1547.28
2010-03-08,NOK,8.049
2010-03-08,NZD,1.9457
2010-03-08,PLN,3.8681
2010-03-08,SEK,9.6794
2010-03-08,SGD,1.911
2010-03-08,USD,1.3662
2010-03-08,ZAR,10.0639
2010-03-09,AUD,1.4938
2010-03-09,CAD,1.3962
2010-03-09,CHF,1.4626
2010-03-09,CZK,25.666
2010-03-09,DKK,7.4417
2010-03-09,GBP,0.9064
2010-03-09,HKD,10.5208
2010-03-09,HUF,267.2
2010-03-09,JPY,121.72
2010-03-09,KRW,1538.21
2010-03-09,NOK,8.041
2010-03-09,NZD,1.9432
2010-03-09,PLN,3.8954
2010-03-09,SEK,9.728
2010-03-09,SGD,1.899
2010-03-09,USD,1.3557
2010-03-09,ZAR,10.098
2010-03-10,AUD,1.4855
2010-03-10,CAD,1.3969
2010-03-10,CHF,1.4618
2010-03-10,CZK,25.616
2010-03-10,DKK,7.4411
2010-03-10,GBP,0.9114
2010-03-10,HKD,10.5606
2010-03-10,HUF,266.87
2010-03-10,JPY,123.16
2010-03-10,KRW,1538.99
2010-03-10,NOK,8.0125
2010-03-10,NZD,1.9262
2010-03-10,PLN,3.86
2010-03-10,SEK,9.718
2010-03-10,SGD,1.9036
2010-03-10,USD,1.361
2010-03-10,ZAR,10.072
2010-03-11,AUD,1.4916
2010-03-11,CAD,1.4027
2010-03-11,CHF,1.4622
2010-03-11,CZK,25.555
2010-03-11,DKK,7.4409
2010-03-11,GBP,0.9086
2010-03-11,HKD,10.5974
2010-03-11,HUF,266.92
2010-03-11,JPY,123.84
2010-03-11,KRW,1547.83
2010-03-11,NOK,8.0115
2010-03-11,NZD,1.9491
2010-03-11,PLN,3.9012
2010-03-11,SEK,9.7285
2010-03-11,SGD,1.9095
2010-03-11,USD,1.3657
2010-03-11,ZAR,10.1505
2010-03-12,AUD,1.4991
2010-03-12,CAD,1.4013
2010-03-12,CHF,1.4597
2010-03-12,CZK,25.517
2010-03-12,DKK,7.4412
2010-03-12,GBP,0.9083
2010-03-12,HKD,10.6787
2010-03-12,HUF,266.15
2010-03-12,JPY,124.57
2010-03-12,KRW,1553.21
2010-03-12,NOK,8.033
2010-03-12,NZD,1.9578
2010-03-12,PLN,3.904
2010-03-12,SEK,9.7288
2010-03-12,SGD,1.9178
2010-03-12,USD,1.3765
2010-03-12,ZAR,10.1648
2010-03-15,AUD,1.5022
2010-03-15,CAD,1.3972
2010-03-15,CHF,1.4527
2010-03-15,CZK,25.49
2010-03-15,DKK,7.4414
2010-03-15,GBP,0.9105
2010-03-15,HKD,10.6338
2010-03-15,HUF,264.6
2010-03-15,JPY,124.3
2010-03-15,KRW,1555.38
2010-03-15,NOK,8.0155
2010-03-15,NZD,1.9567
2010-03-15,PLN,3.895
2010-03-15,SEK,9.7143
2010-03-15,SGD,1.9146
2010-03-15,USD,1.3705
2010-03-15,ZAR,10.1427
2010-03-16,AUD,1.5005
2010-03-16,CAD,1.3944
2010-03-16,CHF,1.4516
2010-03-16,CZK,25.504
2010-03-16,DKK,7.4407
2010-03-16,GBP,0.9069
2010-03-16,HKD,10.6493
2010-03-16,HUF,264.19
2010-03-16,JPY,124.22
2010-03-16,KRW,1555.03
2010-03-16,NOK,8.0145
2010-03-16,NZD,1.9477
2010-03-16,PLN,3.8865
2010-03-16,SEK,9.7242
2010-03-16,SGD,1.9155
2010-03-16,USD,1.3723
2010-03-16,ZAR,10.132
2010-03-17,AUD,1.4898
2010-03-17,CAD,1.3902
2010-03-17,CHF,1.4511
2010-03-17,CZK,25.402
2010-03-17,DKK,7.4406
2010-03-17,GBP,0.8962
2010-03-17,HKD,10.6769
2010-03-17,HUF,262.24
2010-03-17,JPY,124.43
2010-03-17,KRW,1552.22
2010-03-17,NOK,8.01
2010-03-17,NZD,1.9226
2010-03-17,PLN,3.8682
2010-03-17,SEK,9.7403
2010-03-17,SGD,1.9165
2010-03-17,USD,1.3756
2010-03-17,ZAR,10.0132
2010-03-18,AUD,1.4821
2010-03-18,CAD,1.3801
2010-03-18,CHF,1.4474
2010-03-18,CZK,25.284
2010-03-18,DKK,7.4407
2010-03-18,GBP,0.894
2010-03-18,HKD,10.601
2010-03-18,HUF,261.92
2010-03-18,JPY,123.33
2010-03-18,KRW,1548.87
2010-03-18,NOK,7.999
2010-03-18,NZD,1.9066
2010-03-18,PLN,3.873
2010-03-18,SEK,9.7243
2010-03-18,SGD,1.904
2010-03-18,USD,1.366
2010-03-18,ZAR,9.982
2010-03-19,AUD,1.4727
2010-03-19,CAD,1.3666
2010-03-19,CHF,1.4374
2010-03-19,CZK,25.365
2010-03-19,DKK,7.4409
2010-03-19,GBP,0.8945
2010-03-19,HKD,10.5128
2010-03-19,HUF,262.7
2010-03-19,JPY,122.86
2010-03-19,KRW,1534.66
2010-03-19,NOK,7.973
2010-03-19,NZD,1.9045
2010-03-19,PLN,3.8795
2010-03-19,SEK,9.6775
2010-03-19,SGD,1.8906
2010-03-19,USD,1.3548
2010-03-19,ZAR,9.8958
2010-03-22,AUD,1.4815
2010-03-22,CAD,1.3788
2010-03-22,CHF,1.4348
2010-03-22,CZK,25.465
2010-03-22,DKK,7.4404
2010-03-22,GBP,0.899
2010-03-22,HKD,10.4552
2010-03-22,HUF,265.3
2010-03-22,JPY,121.25
2010-03-22,KRW,1529.88
2010-03-22,NOK,8.0445
2010-03-22,NZD,1.9205
2010-03-22,PLN,3.925
2010-03-22,SEK,9.7585
2010-03-22,SGD,1.8923
2010-03-22,USD,1.3471
2010-03-22,ZAR,9.9494
2010-03-23,AUD,1.4742
2010-03-23,CAD,1.3777
2010-03-23,CHF,1.4321
2010-03-23,CZK,25.442
2010-03-23,DKK,7.4405
2010-03-23,GBP,0.9005
2010-03-23,HKD,10.4937
2010-03-23,HUF,264.61
2010-03-23,JPY,122.16
2010-03-23,KRW,1537.15
2010-03-23,NOK,8.042
2010-03-23,NZD,1.9174
2010-03-23,PLN,3.8952
2010-03-23,SEK,9.7285
2010-03-23,SGD,1.8948
2010-03-23,USD,1.3519
2010-03-23,ZAR,9.9152
2010-03-24,AUD,1.4655
2010-03-24,CAD,1.3651
2010-03-24,CHF,1.4282
2010-03-24,CZK,25.378
2010-03-24,DKK,7.4404
2010-03-24,GBP,0.8946
2010-03-24,HKD,10.3524
2010-03-24,HUF,264.03
2010-03-24,JPY,122.62
2010-03-24,KRW,1517.92
2010-03-24,NOK,8.028
2010-03-24,NZD,1.903
2010-03-24,PLN,3.8886
2010-03-24,SEK,9.6922
2010-03-24,SGD,1.8739
2010-03-24,USD,1.3338
2010-03-24,ZAR,9.8469
2010-03-25,AUD,1.4619
2010-03-25,CAD,1.359
2010-03-25,CHF,1.428
2010-03-25,CZK,25.363
2010-03-25,DKK,7.4417
2010-03-25,GBP,0.8944
2010-03-25,HKD,10.3662
2010-03-25,HUF,263.73
2010-03-25,JPY,123.44
2010-03-25,KRW,1525.82
2010-03-25,NOK,8.077
2010-03-25,NZD,1.8817
2010-03-25,PLN,3.888
2010-03-25,SEK,9.665
2010-03-25,SGD,1.8765
2010-03-25,USD,1.3356
2010-03-25,ZAR,9.8925
2010-03-26,AUD,1.4778
2010-03-26,CAD,1.3721
2010-03-26,CHF,1.4286
2010-03-26,CZK,25.418
2010-03-26,DKK,7.4418
2010-03-26,GBP,0.9004
2010-03-26,HKD,10.3653
2010-03-26,HUF,265.03
2010-03-26,JPY,124
2010-03-26,KRW,1520.62
2010-03-26,NOK,8.098
2010-03-26,NZD,1.8975
2010-03-26,PLN,3.8893
2010-03-26,SEK,9.7083
2010-03-26,SGD,1.8756
2010-03-26,USD,1.3353
2010-03-26,ZAR,9.9557
2010-03-29,AUD,1.4734
2010-03-29,CAD,1.375
2010-03-29,CHF,1.4329
2010-03-29,CZK,25.453
2010-03-29,DKK,7.4419
2010-03-29,GBP,0.8994
2010-03-29,HKD,10.4596
2010-03-29,HUF,266
2010-03-29,JPY,124.75
2010-03-29,KRW,1529.64
2010-03-29,NOK,8.067
2010-03-29,NZD,1.8991
2010-03-29,PLN,3.8916
2010-03-29,SEK,9.776
2010-03-29,SGD,1.8845
2010-03-29,USD,1.3471
2010-03-29,ZAR,9.9803
2010-03-30,AUD,1.465
2010-03-30,CAD,1.3731
2010-03-30,CHF,1.4316
2010-03-30,CZK,25.443
2010-03-30,DKK,7.4439
2010-03-30,GBP,0.8933
2010-03-30,HKD,10.4682
2010-03-30,HUF,265.9
2010-03-30,JPY,124.8
2010-03-30,KRW,1523.55
2010-03-30,NOK,8.041
2010-03-30,NZD,1.8925
2010-03-30,PLN,3.8759
2010-03-30,SEK,9.7803
2010-03-30,SGD,1.8863
2010-03-30,USD,1.3482
2010-03-30,ZAR,9.9389
2010-03-31,AUD,1.4741
2010-03-31,CAD,1.3687
2010-03-31,CHF,1.4276
2010-03-31,CZK,25.44
2010-03-31,DKK,7.4447
2010-03-31,GBP,0.8898
2010-03-31,HKD,10.4653
2010-03-31,HUF,265.75
2010-03-31,JPY,125.93
2010-03-31,KRW,1525.11
2010-03-31,NOK,8.0135
2010-03-31,NZD,1.9024
2010-03-31,PLN,3.8673
2010-03-31,SEK,9.7135
2010-03-31,SGD,1.8862
2010-03-31,USD,1.3479
2010-03-31,ZAR,9.8922
2010-04-01,AUD,1.4685
2010-04-01,CAD,1.3622
2010-04-01,CHF,1.4179
2010-04-01,CZK,25.385
2010-04-01,DKK,7.4448
2010-04-01,GBP,0.88485
2010-04-01,HKD,10.4604
2010-04-01,HUF,264.78
2010-04-01,JPY,126.28
2010-04-01,KRW,1517.04
2010-04-01,NOK,8.0168
2010-04-01,NZD,1.9129
2010-04-01,PLN,3.8458
2010-04-01,SEK,9.7288
2010-04-01,SGD,1.8826
2010-04-01,USD,1.3468
2010-04-01,ZAR,9.8023
2010-04-06,AUD,1.4521
2010-04-06,CAD,1.3408
2010-04-06,CHF,1.4325
2010-04-06,CZK,25.295
2010-04-06,DKK,7.4441
2010-04-06,GBP,0.8824
2010-04-06,HKD,10.403
2010-04-06,HUF,265.28
2010-04-06,JPY,126.04
2010-04-06,KRW,1504.51
2010-04-06,NOK,8.0124
2010-04-06,NZD,1.9195
2010-04-06,PLN,3.8349
2010-04-06,SEK,9.663
2010-04-06,SGD,1.8721
2010-04-06,USD,1.3396
2010-04-06,ZAR,9.7333
2010-04-07,AUD,1.441
2010-04-07,CAD,1.3363
2010-04-07,CHF,1.4321
2010-04-07,CZK,25.24
2010-04-07,DKK,7.4435
2010-04-07,GBP,0.87885
2010-04-07,HKD,10.3568
2010-04-07,HUF,266.2
2010-04-07,JPY,125.04
2010-04-07,KRW,1495.12
2010-04-07,NOK,7.965
2010-04-07,NZD,1.8915
2010-04-07,PLN,3.8385
2010-04-07,SEK,9.6755
2010-04-07,SGD,1.8619
2010-04-07,USD,1.334
2010-04-07,ZAR,9.6985
2010-04-08,AUD,1.4394
2010-04-08,CAD,1.3407
2010-04-08,CHF,1.4324
2010-04-08,CZK,25.19
2010-04-08,DKK,7.4438
2010-04-08,GBP,0.875
2010-04-08,HKD,10.3181
2010-04-08,HUF,268.9
2010-04-08,JPY,123.76
2010-04-08,KRW,1493.53
2010-04-08,NOK,7.9505
2010-04-08,NZD,1.8935
2010-04-08,PLN,3.8498
2010-04-08,SEK,9.6785
2010-04-08,SGD,1.8561
2010-04-08,USD,1.3296
2010-04-08,ZAR,9.7625
2010-04-09,AUD,1.4378
2010-04-09,CAD,1.3466
2010-04-09,CHF,1.4364
2010-04-09,CZK,25.232
2010-04-09,DKK,7.443
2010-04-09,GBP,0.872
2010-04-09,HKD,10.3839
2010-04-09,HUF,267.7
2010-04-09,JPY,125.34
2010-04-09,KRW,1496.5
2010-04-09,NOK,7.9365
2010-04-09,NZD,1.8798
2010-04-09,PLN,3.877
2010-04-09,SEK,9.6941
2010-04-09,SGD,1.8627
2010-04-09,USD,1.3384
2010-04-09,ZAR,9.7415
2010-04-12,AUD,1.4635
2010-04-12,CAD,1.3688
2010-04-12,CHF,1.4393
2010-04-12,CZK,25.165
2010-04-12,DKK,7.443
2010-04-12,GBP,0.8825
2010-04-12,HKD,10.5396
2010-04-12,HUF,265.21
2010-04-12,JPY,126.99
2010-04-12,KRW,1513.58
2010-04-12,NOK,8.0085
2010-04-12,NZD,1.9073
2010-04-12,PLN,3.8665
2010-04-12,SEK,9.746
2010-04-12,SGD,1.8898
2010-04-12,USD,1.3585
2010-04-12,ZAR,9.8311
2010-04-13,AUD,1.4646
2010-04-13,CAD,1.363
2010-04-13,CHF,1.437
2010-04-13,CZK,25.155
2010-04-13,DKK,7.4435
2010-04-13,GBP,0.8812
2010-04-13,HKD,10.5414
2010-04-13,HUF,264.58
2010-04-13,JPY,126.34
2010-04-13,KRW,1526.88
2010-04-13,NOK,7.994
2010-04-13,NZD,1.906
2010-04-13,PLN,3.8828
2010-04-13,SEK,9.7575
2010-04-13,SGD,1.8916
2010-04-13,USD,1.3583
2010-04-13,ZAR,9.8983
2010-04-14,AUD,1.4583
2010-04-14,CAD,1.3571
2010-04-14,CHF,1.4368
2010-04-14,CZK,25.048
2010-04-14,DKK,7.4431
2010-04-14,GBP,0.8814
2010-04-14,HKD,10.5665
2010-04-14,HUF,262.65
2010-04-14,JPY,127.42
2010-04-14,KRW,1514.11
2010-04-14,NOK,7.9955
2010-04-14,NZD,1.9089
2010-04-14,PLN,3.8549
2010-04-14,SEK,9.7327
2010-04-14,SGD,1.8734
2010-04-14,USD,1.3615
2010-04-14,ZAR,9.9682
2010-04-15,AUD,1.4513
2010-04-15,CAD,1.3536
2010-04-15,CHF,1.4343
2010-04-15,CZK,25.085
2010-04-15,DKK,7.4428
2010-04-15,GBP,0.87735
2010-04-15,HKD,10.5119
2010-04-15,HUF,263.3
2010-04-15,JPY,126.18
2010-04-15,KRW,1500.18
2010-04-15,NOK,7.952
2010-04-15,NZD,1.8972
2010-04-15,PLN,3.8583
2010-04-15,SEK,9.7069
2010-04-15,SGD,1.8612
2010-04-15,USD,1.3544
2010-04-15,ZAR,9.9854
2010-04-16,AUD,1.4519
2010-04-16,CAD,1.3567
2010-04-16,CHF,1.4338
2010-04-16,CZK,25.178
2010-04-16,DKK,7.4424
2010-04-16,GBP,0.8771
2010-04-16,HKD,10.5062
2010-04-16,HUF,263.45
2010-04-16,JPY,125.3
2010-04-16,KRW,1502.86
2010-04-16,NOK,7.955
2010-04-16,NZD,1.8973
2010-04-16,PLN,3.8743
2010-04-16,SEK,9.687
2010-04-16,SGD,1.8568
2010-04-16,USD,1.3535
2010-04-16,ZAR,9.9699
2010-04-19,AUD,1.4625
2010-04-19,CAD,1.368
2010-04-19,CHF,1.4345
2010-04-19,CZK,25.25
2010-04-19,DKK,7.4427
2010-04-19,GBP,0.8805
2010-04-19,HKD,10.427
2010-04-19,HUF,265.38
2010-04-19,JPY,123.5
2010-04-19,KRW,1501.86
2010-04-19,NOK,7.983
2010-04-19,NZD,1.8965
2010-04-19,PLN,3.9031
2010-04-19,SEK,9.698
2010-04-19,SGD,1.8554
2010-04-19,USD,1.3432
2010-04-19,ZAR,10.0317
2010-04-20,AUD,1.4478
2010-04-20,CAD,1.3665
2010-04-20,CHF,1.4334
2010-04-20,CZK,25.309
2010-04-20,DKK,7.4423
2010-04-20,GBP,0.8765
2010-04-20,HKD,10.4688
2010-04-20,HUF,264.93
2010-04-20,JPY,125.32
2010-04-20,KRW,1507.69
2010-04-20,NOK,7.9475
2010-04-20,NZD,1.8961
2010-04-20,PLN,3.8861
2010-04-20,SEK,9.645
2010-04-20,SGD,1.8551
2010-04-20,USD,1.3486
2010-04-20,ZAR,10.0235
2010-04-21,AUD,1.4387
2010-04-21,CAD,1.3335
2010-04-21,CHF,1.4329
2010-04-21,CZK,25.286
2010-04-21,DKK,7.4421
